title,author,image,download_link,pages,publisher,year,language,file,Price,Used_Price,Condition
深入理解计算机系统,Randal E. Bryant,https://covers.zlibcdn2.com/covers100/books/2a/44/1f/2a441ff14dd48a2f4a6a445e4a17e117.jpg,https://1lib.in/dl/3624006/c4bc56,737.0,机械工业出版社,2016.0,chinese,"PDF, 344.17 MB",832.5,494.4,Good
Linux for Developers Jumpstart Your Linux Programming Skills,William “Bo” Rothwell,https://covers.zlibcdn2.com/covers100/books/3b/08/bb/3b08bb78c7ea9645020a818fe095089b.jpg,https://1lib.in/dl/2938750/3e4e52,318.0,Addison-Wesley,2017.0,english,"PDF, 5.73 MB",661.75,384.69,Good
Linux: The Textbook,Syed Mansoor Sarwar,https://covers.zlibcdn2.com/covers100/books/2a/18/e0/2a18e06cd9c6395e451f26126ecba1fd.jpg,https://1lib.in/dl/3696469/b8a022,688.0,CRC Press,2018.0,english,"PDF, 14.54 MB",792.46,538.32,Very Good
"Linux: This Book Includes 4 Manuscripts. The Underground Bible to the UNIX Operating System with Tools On Security and Kali Hacking to Understand Computer Programming, Data Science and Command Line",Growth,https://covers.zlibcdn2.com/covers100/books/9c/c7/a6/9cc7a6d227d5363a7e9036a8ec9893e4.jpg,https://1lib.in/dl/5445273/4cbbbf,530.0,,2020.0,english,"EPUB, 2.96 MB",813.04,617.77,Like New
Linux For Beginners: The Ultimate Guide To The Linux Operating System & Linux,Vardy Adam.,https://covers.zlibcdn2.com/covers100/books/38/78/3e/38783e2b6fd4fbccebb177aa2953d843.jpg,https://1lib.in/dl/2971860/8e454e,,,,english,"PDF, 2.11 MB",620.73,486.66,Like New
Robot Operating System (ROS) for Absolute Beginners: Robotics Programming Made Easy,Lentin Joseph,https://covers.zlibcdn2.com/covers100/books/e0/75/3b/e0753bc5d68f244e7078f32c1a7b4113.jpg,https://1lib.in/dl/3512693/6e1cac,300.0,Apress,2018.0,english,"PDF, 14.17 MB",734.64,390.66,Good
"Hands-On Docker for Microservices with Python: Design, deploy, and operate a complex system with multiple microservices using Docker and Kubernetes",Jaime Buelta,https://covers.zlibcdn2.com/covers100/books/dc/c9/59/dcc959db6d8d6f84a9c6b0726cd09a2d.jpg,https://1lib.in/dl/5294732/4ac44f,408.0,Packt Publishing,2019.0,english,"PDF, 17.37 MB",653.77,357.25,Good
Excel for Scientists and Engineers - Numerical Methods,E. Joseph Billo,https://covers.zlibcdn2.com/covers100/books/35/bd/31/35bd315e07c8ca69713d684d9f0ac4f1.jpg,https://1lib.in/dl/486699/25d50a,477.0,Wiley-Interscience,2007.0,english,"PDF, 31.49 MB",625.35,489.91,Like New
Introduction to Python for Science and Engineering,David J. Pine,https://covers.zlibcdn2.com/covers100/books/4f/a9/b4/4fa9b456523c1ae35379c7eabd787196.jpg,https://1lib.in/dl/3697912/7e9dff,,CRC Press,2019.0,english,"PDF, 5.22 MB",995.98,718.06,Like New
 Software Engineering at Google,Hyrum Wright,https://covers.zlibcdn2.com/covers100/books/03/2e/e6/032ee62576302e880c39607600b19582.png,https://1lib.in/dl/5345121/674619,,O'Reilly Media,2020.0,english,"PDF, 7.45 MB",728.94,557.56,Like New
An Introduction to MATLAB® Programming and Numerical Methods for Engineers,Timmy Siauw,https://covers.zlibcdn2.com/covers100/books/63/a9/8b/63a98b582109dc95440d0213a7f55f44.jpg,https://1lib.in/dl/2337452/ccc1c3,350.0,Academic Press,2015.0,english,"PDF, 39.19 MB",923.95,518.14,Good
Optimization in Practice with MATLAB®: For Engineering Students and Professionals,Achille Messac,https://covers.zlibcdn2.com/covers100/books/6e/94/d0/6e94d03559aeaaa3198d3ca625caf939.jpg,https://1lib.in/dl/2553839/81cc78,494.0,Cambridge University Press,2015.0,english,"PDF, 10.04 MB",701.86,474.65,Very Good
Fundamentals of Software Architecture: An Engineering Approach,Mark Richards,https://covers.zlibcdn2.com/covers100/books/71/ae/4a/71ae4aaa42b5858f370a672e2b43189b.jpg,https://1lib.in/dl/5407664/3a3a85,500.0,O'Reilly Media,2020.0,english,"EPUB, 52.90 MB",872.6,619.84,Like New
"Software Engineering, 10th Edition",Ian Sommerville,https://covers.zlibcdn2.com/covers100/books/e0/aa/7d/e0aa7d350597683f6e44f1b0f8d9d901.jpg,https://1lib.in/dl/3703896/e929ad,811.0,Pearson,2016.0,english,"PDF, 11.44 MB",904.09,636.51,Like New
Software Engineering with UML,Bhuvan Unhelkar,https://covers.zlibcdn2.com/covers100/books/c7/51/95/c75195628aa0b1d2c79b1c0d2ba9790e.jpg,https://1lib.in/dl/3419384/7a6639,426.0,Auerbach Publications;CRC PRESS,2018.0,english,"PDF, 35.19 MB",838.26,521.77,Very Good
"The Mythical Man-Month: Essays on Software Engineering, Anniversary Edition (2nd Edition)",Frederick P. Brooks,https://covers.zlibcdn2.com/covers100/books/14/63/c1/1463c19523cd01779a44c26f628308a4.jpg,https://1lib.in/dl/646849/a9fd76,322.0,Addison-Wesley Professional,1995.0,english,"PDF, 19.34 MB",788.63,397.96,Good
"How software works : the magic behind encryption, CGI, search engines, and other everyday technologies",Hyde,https://covers.zlibcdn2.com/covers100/books/09/ff/8d/09ff8dbac639c748ead8391492fd2a92.jpg,https://1lib.in/dl/3329712/e3b53e,216.0,"No Starch Press, Inc",2015.0,english,"PDF, 7.38 MB",764.74,516.11,Very Good
Security for Software Engineers,James Helfrich,https://covers.zlibcdn2.com/covers100/books/1f/3a/a6/1f3aa61bd99977139e99e83aa8984d65.jpg,https://1lib.in/dl/3649893/69d88c,350.0,CRC Press,2019.0,english,"PDF, 47.95 MB",739.55,425.93,Good
Hands-On Software Engineering with Python: Move beyond basic programming and construct reliable and efficient software with complex code,Brian Allbee,https://covers.zlibcdn2.com/covers100/books/dc/5a/c6/dc5ac65e73c6357c14261ddb910a2589.jpg,https://1lib.in/dl/3655462/7e924d,736.0,Packt Publishing,2018.0,english,"PDF, 19.69 MB",971.81,617.17,Very Good
"Building a Game with Unity and Blender: Learn how to build a complete 3D game using the industry-leading Unity game development engine and Blender, the graphics software that gives life to your ideas",Lee Zhi Eng,https://covers.zlibcdn2.com/covers100/books/6f/11/e3/6f11e338945833d33bb5b638f0b8e35f.jpg,https://1lib.in/dl/2734054/c120e7,250.0,Packt Publishing,2015.0,english,"PDF, 6.52 MB",932.25,733.94,Like New
"Foundations of Game Engine Development, Volume 1: Mathematics",Eric Lengyel,https://covers.zlibcdn2.com/covers100/books/46/5c/df/465cdfb599fe30b9d4b8bc0d1a40574a.jpg,https://1lib.in/dl/3583184/47849b,200.0,Terathon Software,2016.0,english,"PDF, 14.93 MB",986.01,611.04,Very Good
MATLAB Programming with Applications for Engineers,Stephen J. Chapman,https://covers.zlibcdn2.com/covers100/books/6c/fe/4d/6cfe4d8aade921f8eccdfd956e868a8a.jpg,https://1lib.in/dl/2352613/ece603,597.0,Cengage Learning,2013.0,english,"PDF, 6.03 MB",649.72,488.55,Like New
Software Engineering: Architecture-driven Software Development,Richard F Schmidt,https://covers.zlibcdn2.com/covers100/books/95/c6/15/95c61577b406a57f01c1353455d357d7.jpg,https://1lib.in/dl/2190533/646279,376.0,Morgan Kaufmann,2013.0,english,"PDF, 11.97 MB",892.35,496.65,Good
MATLAB Control Systems Engineering,Cesar Perez Lopez,https://covers.zlibcdn2.com/covers100/books/b9/c2/83/b9c2838e97f85c0f633ad8d9cc36f23c.jpg,https://1lib.in/dl/2458193/3759d1,170.0,Apress,2014.0,english,"PDF, 6.22 MB",975.34,684.43,Like New
Mathematics for Physical Science and Engineering: Symbolic Computing Applications in Maple and Mathematica,Frank E. Harris,https://covers.zlibcdn2.com/covers100/books/a7/b1/a7/a7b1a74f038759167a848e1d808b8bcb.jpg,https://1lib.in/dl/2492217/0e6664,944.0,Academic Press,2014.0,english,"PDF, 8.80 MB",672.49,533.35,Like New
Engineering Analysis with ANSYS Software,Tadeusz Stolarski,https://covers.zlibcdn2.com/covers100/books/c3/cc/21/c3cc21453183acbc7454de17028cfb73.jpg,https://1lib.in/dl/491510/7c4970,473.0,Butterworth-Heinemann,2006.0,english,"PDF, 27.90 MB",626.6,332.45,Good
"An Engineer's Guide to MATLAB: With Applications from Mechanical, Aerospace, Electrical, Civil, and Biological Systems Engineering, 3rd Edition  ",Edward B. Magrab,https://covers.zlibcdn2.com/covers100/books/3b/1e/75/3b1e75fd7c078f55a66d6a1d2491430d.jpg,https://1lib.in/dl/1175335/1fc3fc,846.0,Prentice Hall,2010.0,english,"PDF, 9.45 MB",896.45,450.46,Good
Numerical Linear Algebra Theory and Applications,Larisa Beilina,https://covers.zlibcdn2.com/covers100/books/10/61/d8/1061d8f780a2067a3fcc7fb724481fc2.jpg,https://1lib.in/dl/2824040/abf9e5,457.0,,,,"PDF, 6.91 MB",829.79,522.83,Very Good
"On the algebraical and numerical theory of errors of observations and the combination of observations (2nd editions, revised, 1875)",Sir George Biddell Airy,https://covers.zlibcdn2.com/covers100/books/a0/a6/64/a0a66430d4d5893dd615f0e4dc74ac80.jpg,https://1lib.in/dl/942511/73c757,137.0,,2009.0,english,"DJVU, 945 KB",936.73,494.39,Good
Webster's New World Essential Vocabulary for SAT and GRE,David Alan Herzog,https://covers.zlibcdn2.com/covers100/books/58/48/88/58488858808491d161dbf29fb2857e81.jpg,https://1lib.in/dl/439083/65f2c1,402.0,Webster's New World,2004.0,english,"PDF, 1.60 MB",655.91,475.22,Like New
"Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,https://covers.zlibcdn2.com/covers100/books/0b/bb/04/0bbb043d0c62458a868deb6ff34778a1.jpg,https://1lib.in/dl/3653439/6deb7e,248.0,No Starch Press,2018.0,english,"PDF, 14.24 MB",918.11,710.95,Like New
"Python Deep Learning: Exploring deep learning techniques, neural network architectures and GANs with PyTorch, Keras and TensorFlow",Ivan Vasilev,https://covers.zlibcdn2.com/covers100/books/30/10/f2/3010f213b88a44c098381c91c6253532.jpg,https://1lib.in/dl/3675383/bf74b6,468.0,Packt Publishing,2019.0,english,"PDF, 23.96 MB",680.65,428.95,Very Good
"The Fine Art of Small Talk: How To Start a Conversation, Keep It Going, Build Networking Skills -- and Leave a Positive Impression!",Debra Fine,https://covers.zlibcdn2.com/covers100/books/36/59/08/3659089650f35a62a25d14958f0e0211.jpg,https://1lib.in/dl/972586/5092fc,224.0,Hyperion,2005.0,english,"PDF, 1.30 MB",665.46,384.38,Good
"Computer Networking: A Top-Down Approach, 7th Edition",James Kurose,https://covers.zlibcdn2.com/covers100/books/25/91/f0/2591f0b3def9b956b60b853697a6808c.jpg,https://1lib.in/dl/3422999/513d1c,856.0,Pearson,2017.0,english,"PDF, 17.46 MB",665.71,419.61,Very Good
The Illustrated Network: How TCP/IP Works in a Modern Network,Walter Goralski,https://covers.zlibcdn2.com/covers100/books/bf/36/41/bf36414750525d9f95fe92d283b3570e.jpg,https://1lib.in/dl/2931598/298863,936.0,Morgan Kaufmann,2017.0,english,"PDF, 8.95 MB",925.83,663.85,Like New
Learn Keras for Deep Neural Networks: A Fast-Track Approach to Modern Deep Learning with Python,Jojo John Moolayil,https://covers.zlibcdn2.com/covers100/books/b5/e2/04/b5e204bc896af00c4438f87da58c3d54.jpg,https://1lib.in/dl/3640070/b087b5,182.0,Apress,2019.0,english,"PDF, 2.74 MB",866.08,435.39,Good
Networking All-in-One For Dummies,Doug Lowe,https://covers.zlibcdn2.com/covers100/books/d5/27/a1/d527a1ae7b2166fffab8eacbad96c0bd.jpg,https://1lib.in/dl/3578267/5f8c18,984.0,Wiley,2017.0,english,"PDF, 34.65 MB",809.23,547.72,Very Good
Understanding Network Hacks: Attack and Defense with Python,Bastian Ballmann (auth.),https://covers.zlibcdn2.com/covers100/books/1e/9b/ea/1e9beabe25042d8d67388ca9d7dde2dd.jpg,https://1lib.in/dl/2487850/4c4e0f,178.0,Springer-Verlag Berlin Heidelberg,2015.0,english,"PDF, 1.95 MB",743.53,508.57,Very Good
"Internet of Things: Architectures, Protocols and Standards",Simone Cirani,https://covers.zlibcdn2.com/covers100/books/17/0d/fb/170dfb87dba9a9da17c235587762b132.jpg,https://1lib.in/dl/3602775/0f1857,,Wiley,2018.0,english,"PDF, 8.58 MB",950.88,657.35,Very Good
Instagram Marketing For Business: How To Get More Targeted Followers And Build A Brand On Instagram,Goodwin Martin.,https://covers.zlibcdn2.com/covers100/books/35/3e/27/353e277d2cb462adac9c3881caffeabd.jpg,https://1lib.in/dl/3052396/9baacd,,,,english,"EPUB, 144 KB",756.98,433.45,Good
"Artificial Intelligence for Humans, Volume 3: Deep Learning and Neural Networks",Jeff Heaton,https://covers.zlibcdn2.com/covers100/books/e8/6a/40/e86a40b7421770a9a1156b1b6192d86f.jpg,https://1lib.in/dl/2656808/6885d3,268.0,CreateSpace Independent Publishing Platform,2015.0,english,"PDF, 8.70 MB",926.64,661.82,Like New
"Attacking Network Protocols: A Hacker’s Guide to Capture, Analysis, and Exploitation",James Forshaw,https://covers.zlibcdn2.com/covers100/books/e0/e6/3d/e0e63d049385af6911608c566de137c4.jpg,https://1lib.in/dl/3417761/6c1a70,336.0,No Starch Press,2018.0,english,"EPUB, 28.54 MB",775.65,409.09,Good
Hacklog Volume 1 Anonymity: IT Security & Ethical Hacking Handbook,Stefano Novelli,https://covers.zlibcdn2.com/covers100/books/3a/b3/c3/3ab3c3eeb1479711322f451b5eab68e9.jpg,https://1lib.in/dl/3720900/fdc9f5,230.0,BW / Inforge,2019.0,english,"PDF, 2.32 MB",750.78,420.27,Good
Neural Networks: A Visual Introduction for Beginners,Michael Taylor,https://covers.zlibcdn2.com/covers100/books/64/2b/0a/642b0a1525eb480db2dd5b625238fb1f.jpg,https://1lib.in/dl/3683756/b402ba,250.0,Blue Windmill Media,2017.0,english,"EPUB, 4.55 MB",785.07,599.2,Like New
"Dropshipping: Six-Figure Dropshipping Blueprint: Step by Step Guide to Private Label, Retail Arbitrage, Amazon FBA, Shopify",Hawk Jason.,https://covers.zlibcdn2.com/covers100/books/2f/20/ac/2f20ac5a7a172fbee656bb4a909cb3c6.jpg,https://1lib.in/dl/3052399/0273d2,,,,english,"EPUB, 113 KB",720.55,519.96,Like New
TensorFlow in 1 Day Make your own Neural Network,Krishna Rungta,https://covers.zlibcdn2.com/covers100/books/84/14/b9/8414b90bb8253992152f64a9abb95d6f.jpg,https://1lib.in/dl/3600383/747fdb,449.0,Amazon Digital Services LLC - Kdp Print Us,2018.0,english,"PDF, 13.09 MB",899.04,453.23,Good
"The TCP/IP Guide: A Comprehensive, Illustrated Internet Protocols Reference",Charles M. Kozierok,https://covers.zlibcdn2.com/covers100/books/ce/d6/f0/ced6f0fd6bfecbf0c38a122a741e6616.jpg,https://1lib.in/dl/2203532/6bc80f,1671.0,No Starch Press,2005.0,english,"PDF, 27.43 MB",801.09,460.24,Good
AWS Certified Solutions Architect Practice Tests: Associate SAA-C01 Exam,Brett McLaughlin,https://covers.zlibcdn2.com/covers100/books/48/95/e0/4895e00ba5a61e03c6efc0f14c8cb8b7.jpg,https://1lib.in/dl/3704261/331720,432.0,Sybex,2019.0,english,"PDF, 4.89 MB",692.89,391.01,Good
Complete Stories and Poems of Edgar Allan Poe,Edgar Allan Poe,https://covers.zlibcdn2.com/covers100/books/30/d3/b1/30d3b1ee1a09650089ea91afaba4cd8e.jpg,https://1lib.in/dl/647095/2e0900,1057.0,Doubleday,1966.0,english,"PDF, 4.39 MB",959.83,557.89,Good
Introduction to Microprocessors and Microcontrollers,John Crisp,https://covers.zlibcdn2.com/covers100/books/33/56/e5/3356e59c36e83d654d96a6218c7de7ef.jpg,https://1lib.in/dl/510467/2c4a92,287.0,Newnes,2004.0,english,"PDF, 3.79 MB",753.56,432.75,Good
The 8051 Microcontroller and Embedded Systems Using Assembly and C,Muhammad Ali Mazidi,https://covers.zlibcdn2.com/covers100/books/68/99/60/6899606cb81df2e8fcb7d6b1cc724a63.jpg,https://1lib.in/dl/2768282/482380,644.0,Pearson,2006.0,english,"PDF, 188.68 MB",817.42,424.04,Good
"Microprocessors And Microcontrollers Architecture, Programming And System Design 8085, 8086, 8051, 8096",Krishna Kant,https://covers.zlibcdn2.com/covers100/books/70/11/7a/70117a9c4eaa27905293b484890d369b.jpg,https://1lib.in/dl/5279329/0419ab,,,,english,"PDF, 21.97 MB",962.59,613.83,Very Good
Microprocessor and Microcontroller System,A. P. Godse and Mrs. D. A. Godse,https://covers.zlibcdn2.com/covers100/books/d5/65/ee/d565eeb15173c68e2bb0547e28f4e499.jpg,https://1lib.in/dl/1082259/deb31d,644.0,,,english,"PDF, 16.13 MB",849.7,611.63,Like New
Programming and customizing the PIC microcontroller,Myke Predko,https://covers.zlibcdn2.com/covers100/books/a7/6e/06/a76e06f58c98c46ceb3ff0e00c05c773.jpg,https://1lib.in/dl/540734/b86c8d,1293.0,McGraw-Hill/TAB Electronics,2007.0,english,"PDF, 11.92 MB",646.76,441.1,Very Good
Microprocessors and Microcontrollers (Second Edition),R.S. Kaler,https://covers.zlibcdn2.com/covers100/books/15/03/c3/1503c35e1ab39d7005635f70e6312b49.jpg,https://1lib.in/dl/5260774/6c0d6f,784.0,I K International Publishing House,2013.0,english,"PDF, 81.67 MB",975.93,684.97,Like New
"8051 Microcontroller and Embedded Systems, The",Muhammad Ali Mazidi,https://covers.zlibcdn2.com/covers100/books/8e/f3/d5/8ef3d5e8bf45f262d8790b70989a4ec6.jpg,https://1lib.in/dl/1015242/65e767,435.0,,1999.0,english,"PDF, 3.35 MB",851.08,446.26,Good
"Designing Embedded Systems with PIC Microcontrollers, Second Edition: Principles and Applications",Tim Wilmshurst,https://covers.zlibcdn2.com/covers100/books/96/71/c5/9671c52f7817f852d07027c21e917d2b.jpg,https://1lib.in/dl/663336/a40eb9,651.0,Newnes,2009.0,english,"PDF, 42.39 MB",733.96,576.49,Like New
Embedded Systems Design with the Atmel AVR Microcontroller (Synthesis Lectures on Digital Circuits and Systems),Steven Barrett,https://covers.zlibcdn2.com/covers100/books/38/1d/d9/381dd9dd0b3d49b8ae19da7851cadc2d.jpg,https://1lib.in/dl/702910/de592c,183.0,Morgan & Claypool Publishers,2009.0,english,"PDF, 2.81 MB",655.71,492.8,Like New
Atmel AVR Microcontroller Primer: Programming and Interfacing ,Steven F. Barrett,https://covers.zlibcdn2.com/covers100/books/72/f6/77/72f677253294dfb3daa8a0d45a99c823.jpg,https://1lib.in/dl/808580/15c7a5,188.0,Morgan & Claypool Publishers,2007.0,english,"PDF, 10.20 MB",917.61,680.43,Like New
"Simple ESP8266 Microprocessor Utilizing projects hands on: Send Text Message (SMS), Send E-mail utilizing PIC Microcontroller, Home Automation utilizing ESP8266, Arduino IDE and Flashing its Memory.",K,https://covers.zlibcdn2.com/covers100/books/c8/d2/1e/c8d21e9ee31a6a3153815dffa20ada88.jpg,https://1lib.in/dl/5682529/beb95d,,,2020.0,english,"EPUB, 6.24 MB",848.03,633.39,Like New
Programming and Customizing the Avr Microcontroller,,https://covers.zlibcdn2.com/covers100/books/da/88/8d/da888df911a5946cd898a01731da5b2a.jpg,https://1lib.in/dl/603530/8594ab,738.0,,,english,"RAR, 10.40 MB",813.38,634.28,Like New
C Programming for Microcontrollers Featuring ATMEL's AVR Butterfly and the free WinAVR Compiler,Joe Pardue,https://covers.zlibcdn2.com/covers100/books/55/91/c7/5591c7c784f7e58b0b9e625ab4b10238.jpg,https://1lib.in/dl/527014/5b2151,300.0,Smiley Micros,2005.0,english,"PDF, 1.52 MB",957.56,635.13,Very Good
"The 8051 Microcontroller Architecture, Programming and Applications",Delmar Thomson,https://covers.zlibcdn2.com/covers100/books/18/97/4e/18974e7967257da3291ee017f620e7d2.jpg,https://1lib.in/dl/651001/f577d7,256.0,,,english,"PDF, 6.58 MB",915.44,512.72,Good
Microcontrollers Fundamentals for Engineers And Scientists,Steven F. Barrett,https://covers.zlibcdn2.com/covers100/books/a1/e3/99/a1e399d65292fcc7f0da03a4711e73fe.jpg,https://1lib.in/dl/573747/e00df4,126.0,Morgan and Claypool Publishers,2006.0,english,"PDF, 1.33 MB",660.67,452.58,Very Good
Analog and Digital Circuits for Electronic Control System Applications: Using the TI MSP430 Microcontroller,Jerry Luecke,https://covers.zlibcdn2.com/covers100/books/ce/39/9d/ce399dd307f8e59ab8629949707d2551.jpg,https://1lib.in/dl/632975/b148d0,329.0,Newnes,2004.0,english,"PDF, 4.86 MB",724.69,523.85,Like New
HCS12 Microcontroller and Embedded Systems: Using Assembly and C with CodeWarrior,Muhammad Ali Mazidi and Danny Causey,https://covers.zlibcdn2.com/covers100/books/4a/24/0c/4a240c6b802455ba3ca5f863d5bd10b2.jpg,https://1lib.in/dl/3423919/54475d,752.0,Pearson Education,2009.0,english,"PDF, 146.32 MB",699.4,504.53,Like New
"Microprocessors and Microcontrollers: Architecture, Programming & Interfacing using 8085, 8086, and 8051",S.K Mandal,https://covers.zlibcdn2.com/covers100/books/99/57/b6/9957b698534361fb8fb3d016c6718d5b.jpg,https://1lib.in/dl/5480124/611e56,896.0,Tata Mcgraw Hill Education,2011.0,english,"PDF, 21.72 MB",897.58,589.2,Very Good
Embedded Systems Design with 8051 Microcontrollers Hardware and Software,Zdravko Karakehayov,https://covers.zlibcdn2.com/covers100/books/46/45/5a/46455a6706f643075a3bca130513ea8b.jpg,https://1lib.in/dl/601263/3b0e8b,440.0,CRC Press,1999.0,english,"RAR, 5.66 MB",613.41,319.3,Good
